event_date,item_id,item_name,item_brand,item_category,price_in_usd,quantity,item_revenue_in_usd
20201203,9197413,Google SF Campus Zip Hoodie,Google,Clearance,32,1,32
20201203,9195949,Google Crew Combed Cotton Sock,Google,Apparel,14,1,14
20201203,9196646,Google Sherpa Zip Hoodie Navy,Google,Apparel,55,1,55
20201203,(not set),(not set),(not set),(not set),,,
20201203,9196729,Google LoveHandle Black,Google,New,10,1,10
20201203,9196607,Google Badge Heavyweight Pullover Black,Google,Apparel,46,1,46
20201203,9196845,Android Iconic Sticker Sheet,Android,New,3,1,3
20201203,9199737,Super G Unisex Joggers,Google,Apparel,30,1,30
20201203,9196617,Google Crewneck Sweatshirt Green,Google,Apparel,44,1,44
20201203,9196742,Google Men's Softshell Moss,Google,Apparel,79,1,79
20201203,9196754,Google Men's Puff Jacket Black,Google,Apparel,92,1,92
20201203,9197004,Google Austin Campus Mug,Google,Campus Collection,7,2,13
20201203,9188192,YouTube Twill Sandwich Cap Black,YouTube,Apparel,13,1,13
20201203,(not set),(not set),(not set),(not set),,,
20201203,9196850,Android Iconic Crewneck Sweatshirt,Android,Apparel,55,1,55
20201203,9194259,Google Campus Bike,Google,Accessories,40,1,40
20201203,9195130,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201203,9195127,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201203,9196629,Google Navy Speckled Tee,Google,Apparel,24,1,24
20201203,9196988,Google Chicago Campus Ladies Tee,Google,Campus Collection,14,1,14
20201203,9194988,Google Women's Grid Zip-Up,Google,Apparel,50,1,50
20201203,9197423,Google SF Campus Tote,Google,Campus Collection,6,1,6
20201203,9188203,Google Clear Pen 4-Pack,Google,Office,3,6,17
20201203,9180865,Google Metallic Notebook Set,Google,Office,5,1,5
20201203,9196800,Android Iconic Mug Gray,Android,New,14,1,14
20201203,9196981,Google Chicago Campus Unisex Tee,Google,Campus Collection,14,1,14
20201203,9197379,Google LA Campus Unisex Tee,Google,Clearance,14,1,14
20201203,9197398,Google LA Campus Sticker,Google,Campus Collection,1,3,3
20201203,9196894,Google Cork Card Holder,Google,Accessories,13,1,13
20201203,9196691,Google Youth Badge Tee Olive,Google,Apparel,13,1,13
20201203,9184913,Google Crewneck Sweatshirt Navy,Google,Apparel,44,1,44
20201203,9185157,Google Crewneck Sweatshirt Grey,Google,,44,1,44
20201203,9195840,YouTube Play Mug,YouTube,Lifestyle,10,1,10
20201203,9188227,Google Flat Front Bag Grey,Google,Bags,24,1,24
20201203,9195840,YouTube Play Mug,YouTube,Lifestyle,10,1,10
20201203,9188227,Google Flat Front Bag Grey,Google,Bags,24,1,24
20201203,9188227,Google Flat Front Bag Grey,Google,Bags,24,1,24
20201203,9195840,YouTube Play Mug,YouTube,Lifestyle,10,1,10
20201203,9180865,Google Metallic Notebook Set,Google,Office,5,2,10
20201203,9188203,Google Clear Pen 4-Pack,Google,Office,3,1,3
20201203,9196966,Google NYC Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201203,9196870,Google Sustainable Pencil Pouch,Google,Clearance,8,1,8
20201203,9196966,Google NYC Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201203,9196870,Google Sustainable Pencil Pouch,Google,Clearance,8,1,8
20201203,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201203,9196653,Google Speckled Beanie Navy,Google,New,16,1,16
20201203,9197415,Google SF Campus Zip Hoodie,Google,Clearance,32,1,32
20201203,9196617,Google Crewneck Sweatshirt Green,Google,Apparel,44,1,44
20201203,9199220,Google Land & Sea Cotton Cap,Google,Apparel,14,1,14
20201203,9196869,Google Utensil Set,Google,New,12,1,12
20201203,9199130,Super G Unisex Joggers,Google,Shop by Brand,30,1,30
20201203,9195759,Google Tee Mint Green,Google,Apparel,14,1,14
20201203,9196951,Google NYC Campus Bottle,Google,Campus Collection,11,1,11
20201203,9185002,Google Large Standard Journal Grey,Google,Office,13,1,13
20201203,9184915,Google Crewneck Sweatshirt Navy,Google,Uncategorized Items,55,1,55
20201203,9196832,Android Pocket Onesie Navy,Android,Apparel,22,1,22
20201203,9196380,Google Mural Sticky Note Pad,Google,Office,11,1,11
20201203,9195971,Google Chrome Dinosaur Collectible,Google,Accessories,24,1,24
20201203,9196784,Google Emoji Magnet Set,Google,Small Goods,8,1,8
20201203,9195294,Snowflake Android Cardboard Sculpture,Android,Accessories,8,1,8
20201203,9195797,YouTube Icon Tee Grey,YouTube,Apparel,22,1,22
20201203,9195712,YouTube Leather Strap Hat Black,YouTube,Apparel,12,1,12
20201203,9188315,Google Magnet,Google,Accessories,6,1,6
20201203,9198447,Mommy Works at Google Book,,Small Goods,16,1,16
20201203,9195263,Google Toddler FC Tee Charcoal,Google,Apparel,20,1,20
20201203,9196938,Google Cambridge Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201203,9196939,Google Cambridge Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201203,9196922,Google Cambridge Campus Mug,Google,Campus Collection,7,1,7
20201203,9199220,Google Land & Sea Cotton Cap,Google,Apparel,14,1,14
20201203,9197971,Google Mountain View Campus Ladies Tee,Google,Campus Collection,14,1,14
20201203,9197351,Google Boulder Campus Unisex Tee,Google,Campus Collection,14,1,14
20201203,9196411,Google Beekeepers Tee Mint,Google,Apparel,14,1,14
20201203,9195888,Unisex Google Jumbo Print Tee White,Google,Apparel,12,1,12
20201203,9196437,Stan and Friends Youth Tee Green,Google,Apparel,14,1,14
20201203,9196286,Google Women's Pride Eco-Tee Black,Google,Apparel,12,1,12
20201203,9195263,Google Toddler FC Tee Charcoal,Google,Apparel,20,1,20
20201203,9195237,Google Toddler FC Tee Charcoal,Google,Apparel,20,1,20
20201203,9195945,Google Campus Bike Tote Navy,Google,Bags,9,1,9
20201203,9196856,Android Iconic Hat Black,Android,Clearance,9,1,9
20201203,9194259,Google Campus Bike,Google,Accessories,32,1,32
20201203,9196441,Stan and Friends Toddler Tee Green,Google,Apparel,14,1,14
20201203,9196822,Android Pocket Toddler Tee Navy,Android,Apparel,18,1,18
20201203,9195926,Google Red Kids Sunglasses,Google,Accessories,4,1,4
20201203,9195709,Google Leather Strap Hat Blue,Google,Apparel,17,1,17
20201203,9184915,Google Crewneck Sweatshirt Navy,Google,Uncategorized Items,55,1,55
20201203,9197939,Google Decal,Google,Stationery,1,1,1
20201203,9196676,Google Speckled Beanie Grey,Google,New,16,1,16
20201203,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201203,9195913,Womens Google Striped LS,Google,Apparel,16,1,16
20201203,9196859,Google Recycled Pen Black,Google,New,2,1,2
20201203,9196858,Google Recycled Writing Set,Google,Clearance,4,1,4
20201203,9196862,Google Black Cork Journal,Google,New,12,1,12
20201203,9188201,Google Pen White,Google,Office,1,5,7
20201203,9188203,Google Clear Pen 4-Pack,Google,,3,2,6
20201203,9196861,Google Cork Journal,Google,New,7,1,7
20201203,9195928,Google Premium Sunglasses,Google,Accessories,14,1,14
20201203,9197569,Google PNW Campus Mug,Google,Campus Collection,8,1,8
20201203,9197708,Google PNW Campus Zip Hoodie,Google,Clearance,41,1,41
20201203,9196269,Google Pride Sticker,Google,Shop by Brand,1,2,2
20201203,9184979,Android Large Trace Journal Black,Android,Notebooks & Journals,8,1,8
20201203,9188203,Google Clear Pen 4-Pack,Google,Office,4,1,4
20201203,9188189,Google 16 oz Tumbler Blue,Google,Drinkware,10,1,10
20201203,9188229,Google 24oz Ring Bottle Blue,Google,Google,6,1,6
20201203,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201203,9196845,Android Iconic Sticker Sheet,Android,New,3,1,3
20201203,9180818,Keyboard DOT Sticker,Google,Office,2,1,2
20201203,9195959,Google Large Tote White,Google,Bags,13,1,13
20201203,9197986,Google Sunnyvale Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201203,9195846,Google Pen Citron,Google,Clearance,1,1,1
20201203,9195844,Google Pen Lilac,Google,Stationery,1,1,1
20201203,9196907,#IamRemarkable Unisex T-Shirt,#IamRemarkable,Apparel,10,1,10
20201203,9188194,Google Mouse Pad Navy,Google,Accessories,4,1,4
20201203,9195709,Google Leather Strap Hat Blue,Google,Apparel,14,1,14
20201203,9197759,Google Incognito Techpack V2,Google,Bags,70,1,70
20201203,9196454,Google Beekeepers Onesie Pink,Google,Apparel,14,1,14
20201203,9196832,Android Pocket Onesie Navy,Android,Apparel,18,1,18
20201203,9196438,Stan and Friends Youth Tee Green,Google,Apparel,14,1,14
20201203,9196840,Android Pocket Youth Tee Navy,Android,Apparel,20,1,20
20201203,9180865,Google Metallic Notebook Set,Google,Office,5,1,5
20201203,9196950,Google NYC Campus Mug,Google,Campus Collection,7,1,7
20201203,9196872,Google Felt Luggage Tag,Google,Clearance,6,1,6
20201203,9184830,Google Light Pen Red,Google,Writing Instruments,2,1,2
20201203,9195031,Google Thermal Tumbler Navy,Google,Drinkware,14,1,14
20201203,9196738,Google Cork Base Tumbler,Google,New,22,1,22
20201203,9197004,Google Austin Campus Mug,Google,Campus Collection,7,2,13
20201203,9184916,Google Crewneck Sweatshirt Navy,Google,Uncategorized Items,44,1,44
20201203,9196727,Google Woodtop Bottle Black,Google,New,24,1,24
20201203,9180819,Google Laptop and Cell Phone Stickers,Google,,2,2,5
20201203,9195359,Noogler Android Figure,Android,Accessories,13,1,13
20201203,9196858,Google Recycled Writing Set,Google,Clearance,3,1,3
20201203,9195939,Google Campus Bike Grid Task Pad,Google,Office,10,1,10
20201203,9184831,Google Light Pen Green,Google,Writing Instruments,2,1,2
20201203,9184830,Google Light Pen Red,Google,Writing Instruments,2,1,2
20201203,9196389,Supernatural Paper Lunch Sack,Google,Bags,19,1,19
20201203,9196869,Google Utensil Set,Google,New,12,1,12
20201203,9188194,Google Mouse Pad Navy,Google,Accessories,4,1,4
20201203,9196961,Google NYC Campus Ladies Tee,Google,Campus Collection,14,1,14
20201203,9197419,Google SF Campus Ladies Tee,Google,Clearance,14,1,14
20201203,9197975,Google Sunnyvale Campus Ladies Tee,Google,Campus Collection,14,1,14
20201203,9195204,Google F/C Longsleeve Ash,Google,Apparel,24,1,24
20201203,9197420,Google SF Campus Ladies Tee,Google,Clearance,14,1,14
20201203,9195942,Google Confetti Accessory Pouch,Google,Bags,10,1,10
20201203,9195938,Google Confetti Slim Task Pad,Google,Office,3,1,3
20201203,9196864,Google Cork Pencil Pouch,Google,,6,2,13
20201203,9196902,#IamRemarkable Journal,#IamRemarkable,Stationery,6,2,13
20201203,9188203,Google Clear Pen 4-Pack,Google,Office,3,2,6
20201203,9196971,Google NYC Campus Sticker,Google,Campus Collection,1,3,3
20201203,9196965,Google NYC Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201203,9196950,Google NYC Campus Mug,Google,Campus Collection,7,1,7
20201203,9199737,Super G Unisex Joggers,Google,Apparel,30,1,30
20201203,9196949,Google NYC Campus Lapel Pin,Google,Campus Collection,3,1,3
20201203,9188231,Google Recycled Notebook Set Natural,Google,Office,13,1,13
20201203,9197939,Google Decal,Google,Stationery,1,1,1
20201203,9195959,Google Large Tote White,Google,Bags,13,1,13
20201203,9195945,Google Campus Bike Tote Navy,Google,Bags,11,1,11
20201203,9196859,Google Recycled Pen Black,Google,New,2,1,2
20201203,9195847,Google Pen Red,Google,Stationery,1,1,1
20201203,9195846,Google Pen Citron,Google,Clearance,1,1,1
20201203,9195842,Google Pen Bright Blue,Google,Stationery,1,1,1
20201203,9195845,Google Pen Grass Green,Google,Stationery,1,1,1
20201203,9188201,Google Pen White,Google,Office,1,1,1
20201203,9195938,Google Confetti Slim Task Pad,Google,Office,3,1,3
20201203,9196824,Android Pocket Toddler Tee Navy,Android,Apparel,18,1,18
20201203,9196950,Google NYC Campus Mug,Google,Campus Collection,7,1,7
20201203,9195911,Womens Google Striped LS,Google,Apparel,16,1,16
20201203,9196832,Android Pocket Onesie Navy,Android,Apparel,18,1,18
20201203,9196695,Google Youth Hero Tee Grey,Google,Apparel,19,1,19
20201203,9196693,Google Youth Hero Tee Grey,Google,Apparel,19,1,19
20201203,9196629,Google Navy Speckled Tee,Google,Apparel,24,1,24
20201203,9195731,Google Campus Bike Eco Tee Navy,Google,Apparel,20,1,20
20201203,9195549,Google Unisex Eco Tee Black,Google,Uncategorized Items,18,1,18
20201203,9185002,Google Large Standard Journal Grey,Google,Office,13,1,13
20201203,9200314,Google Camp Mug Gray,Google,Shop by Brand,10,1,10
20201203,9196863,Google Hemp Tote,Google,Clearance,12,1,12
20201203,9190330,Google Crew Socks,Google,Apparel,13,1,13
20201203,9199220,Google Land & Sea Cotton Cap,Google,Apparel,14,1,14
20201203,9196832,Android Pocket Onesie Navy,Android,Apparel,22,1,22
20201203,9196901,#IamRemarkable Water Bottle,#IamRemarkable,Drinkware,15,1,15
20201203,9194259,Google Campus Bike,Google,Accessories,40,1,40
20201203,9196729,Google LoveHandle Black,Google,New,10,3,30
20201203,9195031,Google Thermal Tumbler Navy,Google,Drinkware,18,1,18
20201203,9195292,Google Canteen Bottle Black,Google,Drinkware,24,1,24
20201203,9196840,Android Pocket Youth Tee Navy,Android,Apparel,20,1,20
20201203,9180827,Google Sunglasses,Google,,3,2,6
20201203,9196704,Google Blue YoYo,Google,New,3,1,3
20201203,9196839,Android Pocket Youth Tee Navy,Android,Apparel,20,1,20
20201203,9180826,Google Sunglasses,Google,Uncategorized Items,3,1,3
20201203,9196705,Google Yellow YoYo,Google,New,3,1,3
20201203,9188203,Google Clear Pen 4-Pack,Google,Office,3,1,3
20201203,9195826,YouTube Standards Zip Hoodie Black,YouTube,,48,2,96
20201203,9197994,YouTube Jotter Task Pad,YouTube,,2,2,5
20201203,9196269,Google Pride Sticker,Google,Shop by Brand,1,1,1
20201203,9180819,Google Laptop and Cell Phone Stickers,Google,Google,2,1,2
20201203,9195840,YouTube Play Mug,YouTube,,10,2,21
20201203,9196662,Google Sherpa Zip Hoodie Charcoal,Google,Apparel,55,1,55
20201203,9195845,Google Pen Grass Green,Google,Stationery,1,1,1
20201203,9188200,Google Pen Grey,Google,Office,1,1,1
20201203,9195842,Google Pen Bright Blue,Google,Stationery,1,1,1
20201203,9195934,Google Confetti Pen White,Google,Office,1,1,1
20201203,9195846,Google Pen Citron,Google,Clearance,1,1,1
20201203,9195196,Google F/C Longsleeve Charcoal,Google,Apparel,24,1,24
20201203,9180819,Google Laptop and Cell Phone Stickers,Google,Google,2,1,2
20201203,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201203,9196862,Google Black Cork Journal,Google,New,10,1,10
20201203,9196270,Google Mural Sticker Sheet,Google,Small Goods,2,1,2
20201203,9196858,Google Recycled Writing Set,Google,Clearance,3,1,3
20201203,9195359,Noogler Android Figure,Android,Accessories,13,1,13
20201203,9196676,Google Speckled Beanie Grey,Google,New,16,1,16
20201203,9195205,Google F/C Longsleeve Ash,Google,Apparel,24,1,24
20201203,9195845,Google Pen Grass Green,Google,Stationery,1,1,1
20201203,9196798,Android Iconic Pen,Android,New,1,1,1
20201203,9197568,Google PNW Campus Bottle,Google,Campus Collection,11,1,11
20201203,9188201,Google Pen White,Google,Office,1,1,1
20201203,9188200,Google Pen Grey,Google,Office,1,1,1
20201203,9195847,Google Pen Red,Google,Stationery,1,1,1
20201203,9199082,Google Land & Sea Tote Bag,Google,Bags,16,1,16
20201203,9197373,Google Infant Hero Tee Olive,Google,Apparel,14,1,14
20201203,9195949,Google Crew Combed Cotton Sock,Google,Apparel,14,7,95
20201203,9188203,Google Clear Pen 4-Pack,Google,Office,3,4,11
20201203,9195031,Google Thermal Tumbler Navy,Google,Drinkware,14,7,101
20201203,9195238,Google Toddler FC Tee Charcoal,Google,Apparel,20,1,20
20201203,9180826,Google Sunglasses,Google,Uncategorized Items,3,2,6
20201203,9180825,Google Sunglasses,Google,Uncategorized Items,3,2,6
20201203,9180827,Google Sunglasses,Google,Uncategorized Items,3,2,6
20201203,9199220,Google Land & Sea Cotton Cap,Google,Apparel,14,1,14
20201203,9197969,Google Mountain View Campus Ladies Tee,Google,Campus Collection,14,1,14
20201203,9197939,Google Decal,Google,Stationery,1,1,1
20201203,9196971,Google NYC Campus Sticker,Google,Campus Collection,1,1,1
20201203,9197004,Google Austin Campus Mug,Google,Campus Collection,7,1,7
20201203,9195948,Google Crew Striped Athletic Sock,Google,Apparel,14,1,14
20201203,9196728,Android Iconic Socks,Android,New,14,1,14
20201203,9190330,Google Crew Socks,Google,Apparel,13,1,13
20201203,9196950,Google NYC Campus Mug,Google,Campus Collection,7,1,7
20201203,9195548,Android Buoy Bottle,Android,Drinkware,4,5,22
20201203,9195204,Google F/C Longsleeve Ash,Google,Apparel,24,1,24
20201203,9195945,Google Campus Bike Tote Navy,Google,Bags,9,1,9
20201203,9197707,Google PNW Campus Zip Hoodie,Google,Clearance,32,3,97
20201203,9196967,Google NYC Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201203,9197565,Google PNW Campus Tote,Google,Campus Collection,6,4,25
20201203,9196950,Google NYC Campus Mug,Google,Campus Collection,7,1,7
20201203,9180865,Google Metallic Notebook Set,Google,Office,5,5,24
20201203,9194259,Google Campus Bike,Google,Accessories,32,1,32
20201203,9197586,Google Seattle Campus Mug,Google,Campus Collection,7,4,27
20201203,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201218,9195140,Google Utility BackPack,Google,Bags,96,1,96
20201218,9185150,Google Women's Microfleece Jacket Black,Google,Uncategorized Items,60,1,60
20201218,9196968,Google NYC Campus Zip Hoodie,Google,Campus Collection,41,1,41
20201218,9190330,Google Crew Socks,Google,Apparel,16,1,16
20201218,(not set),(not set),(not set),(not set),,,
20201218,9196742,Google Men's Softshell Moss,Google,Apparel,99,1,99
20201218,9196602,Google Badge Heavyweight Pullover Black,Google,Apparel,58,1,58
20201218,9195296,Android Super Hero 3D Framed Art,Android,Accessories,16,1,16
20201218,9195296,Android Super Hero 3D Framed Art,Android,Accessories,16,1,16
20201218,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201218,9196801,Android Iconic Glass Bottle Green,Android,Clearance,13,1,13
20201218,9199127,Google Blue Stojo Cup,Google,Shop by Brand,20,1,20
20201218,9188227,Google Flat Front Bag Grey,Google,Bags,24,2,48
20201218,9197759,Google Incognito Techpack V2,Google,Bags,70,1,70
20201218,9196874,Google Felt Strap Keyring,Google,New,10,1,10
20201218,9180865,Google Metallic Notebook Set,Google,Office,5,4,19
20201218,9195132,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201218,9184913,Google Crewneck Sweatshirt Navy,Google,Apparel,44,1,44
20201218,9185151,Google Women's Microfleece Jacket Black,Google,Uncategorized Items,60,1,60
20201218,9195131,Google Zip Hoodie F/C,Google,Apparel,48,4,192
20201218,9185149,Google Women's Microfleece Jacket Black,Google,Uncategorized Items,75,1,75
20201218,9195971,Google Chrome Dinosaur Collectible,Google,Accessories,24,1,24
20201218,9197021,Google Austin Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201218,9195830,Google Glass Bottle,Google,Lifestyle,18,1,18
20201218,9188192,YouTube Twill Sandwich Cap Black,YouTube,Apparel,13,1,13
20201218,9195961,Google Campus Bike Mini Backpack,Google,Lifestyle,40,1,40
20201218,9195206,Google F/C Longsleeve Ash,Google,Apparel,24,1,24
20201218,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201218,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201218,9199125,Google Land & Sea Mug,Google,Shop by Brand,14,1,14
20201218,9196742,Google Men's Softshell Moss,Google,Apparel,79,1,79
20201218,9199220,Google Land & Sea Cotton Cap,Google,Apparel,14,1,14
20201218,9195831,Google Campus Bike Bottle,Google,Lifestyle,22,1,22
20201218,9184913,Google Crewneck Sweatshirt Navy,Google,Apparel,44,1,44
20201218,9196850,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9196995,Google Chicago Campus Zip Hoodie,Google,Campus Collection,41,1,41
20201218,9196977,Google Chicago Campus Mug,Google,Campus Collection,8,1,8
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9196849,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9184916,Google Crewneck Sweatshirt Navy,Google,Uncategorized Items,44,1,44
20201218,9190330,Google Crew Socks,Google,Apparel,13,1,13
20201218,9199082,Google Land & Sea Tote Bag,Google,Bags,16,1,16
20201218,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201218,9184842,Google Tee Red,Google,Clearance,9,1,9
20201218,9184866,Google Tee Blue,Google,Uncategorized Items,9,1,9
20201218,9195127,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201218,9197412,Google SF Campus Zip Hoodie,Google,Clearance,32,1,32
20201218,9196637,Google Red Speckled Tee,Google,Apparel,24,1,24
20201218,9195130,Google Zip Hoodie F/C,Google,Apparel,48,1,48
20201218,9195948,Google Crew Striped Athletic Sock,Google,Apparel,17,1,17
20201218,9190330,Google Crew Socks,Google,Apparel,16,1,16
20201218,9195948,Google Crew Striped Athletic Sock,Google,Apparel,17,1,17
20201218,9190330,Google Crew Socks,Google,Apparel,16,1,16
20201218,9195830,Google Glass Bottle,Google,Lifestyle,18,1,18
20201218,9197718,Google Incognito Zip Pack,Google,Bags,61,1,61
20201218,9195195,Google F/C Longsleeve Charcoal,Google,Apparel,24,1,24
20201218,9196765,Google Men's Tech Fleece Grey,Google,Apparel,71,1,71
20201218,9195841,Google Perk Thermal Tumbler,Google,Lifestyle,16,1,16
20201218,9196717,Google Men's Tech Fleece Vest Charcoal,Google,Apparel,63,1,63
20201218,9196839,Android Pocket Youth Tee Navy,Android,Apparel,25,1,25
20201218,9196834,Android Pocket Youth Tee Green,Android,Apparel,25,1,25
20201218,9196977,Google Chicago Campus Mug,Google,Campus Collection,8,1,8
20201218,9197414,Google SF Campus Zip Hoodie,Google,Clearance,41,1,41
20201218,9196977,Google Chicago Campus Mug,Google,Campus Collection,8,1,8
20201218,9196993,Google Chicago Campus Zip Hoodie,Google,Campus Collection,41,1,41
20201218,9196977,Google Chicago Campus Mug,Google,Campus Collection,8,1,8
20201218,9196994,Google Chicago Campus Zip Hoodie,Google,Campus Collection,41,1,41
20201218,9195127,Google Zip Hoodie F/C,Google,Apparel,60,1,60
20201218,9196628,Google Navy Speckled Tee,Google,Apparel,30,1,30
20201218,9195801,YouTube Icon Tee Grey,YouTube,Apparel,22,1,22
20201218,9195966,Google Clear Framed Yellow Shades,Google,Accessories,4,1,4
20201218,9196270,Google Mural Sticker Sheet,Google,Small Goods,3,1,3
20201218,9200362,Google Cloud Pen,Google Cloud,,2,2,5
20201218,9199220,Google Land & Sea Cotton Cap,Google,Apparel,14,1,14
20201218,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9196849,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9196849,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9196848,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9196848,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9196850,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9184916,Google Crewneck Sweatshirt Navy,Google,Uncategorized Items,44,1,44
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9196850,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9196849,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9196849,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9196849,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9196849,Android Iconic Crewneck Sweatshirt,Android,Apparel,44,1,44
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9188310,Android SM S/F18 Sticker Sheet,Android,Accessories,2,1,2
20201218,9184916,Google Crewneck Sweatshirt Navy,Google,Uncategorized Items,44,1,44
20201218,9199084,Google Land & Sea Journal Set,Google,Google,12,1,12
20201218,9195961,Google Campus Bike Mini Backpack,Google,Lifestyle,32,1,32
20201218,9200199,Google Bear Baby Blanket Beige,Google,Shop by Brand,19,1,19
20201218,9197373,Google Infant Hero Tee Olive,Google,Apparel,14,1,14
20201218,9196652,Google Heathered Pom Beanie,Google,New,12,1,12
20201218,9200199,Google Bear Baby Blanket Beige,Google,Shop by Brand,19,1,19
20201218,9198447,Mommy Works at Google Book,,Small Goods,16,1,16
20201218,9196275,Google Soft Modal Scarf,Google,Apparel,36,1,36
20201218,9196390,Supernatural Paper Tote,Google,Bags,22,1,22
20201218,9196731,Google Cotopaxi Shell,Google,Apparel,38,1,38
20201218,9196270,Google Mural Sticker Sheet,Google,Small Goods,2,1,2
20201218,9195739,Google Dino Game Tee,Google,Apparel,32,1,32
20201218,9196994,Google Chicago Campus Zip Hoodie,Google,Campus Collection,32,1,32
20201218,9196922,Google Cambridge Campus Mug,Google,Campus Collection,8,1,8
20201218,9196939,Google Cambridge Campus Zip Hoodie,Google,Campus Collection,41,1,41
20201218,9196652,Google Heathered Pom Beanie,Google,New,15,1,15
20201218,9195945,Google Campus Bike Tote Navy,Google,Bags,11,1,11
20201218,9195831,Google Campus Bike Bottle,Google,Lifestyle,27,1,27
20201218,9196782,Google Maps Pin,Google,New,7,1,7
20201218,9195292,Google Canteen Bottle Black,Google,Drinkware,19,1,19
20201218,9196859,Google Recycled Pen Black,Google,New,2,1,2
20201218,9188315,Google Magnet,Google,Accessories,6,1,6
20201218,9188315,Google Magnet,Google,Accessories,6,1,6
20201218,9196859,Google Recycled Pen Black,Google,New,2,1,2
20201218,9195292,Google Canteen Bottle Black,Google,Drinkware,19,1,19
20201218,9195292,Google Canteen Bottle Black,Google,Drinkware,19,1,19
20201218,9188315,Google Magnet,Google,Accessories,6,1,6
20201218,9196859,Google Recycled Pen Black,Google,New,2,1,2
20201218,9195292,Google Canteen Bottle Black,Google,Drinkware,19,1,19
20201218,9188315,Google Magnet,Google,Accessories,6,1,6
20201218,9196859,Google Recycled Pen Black,Google,New,2,1,2
20201218,9188315,Google Magnet,Google,Accessories,6,1,6
20201218,9195292,Google Canteen Bottle Black,Google,Drinkware,19,1,19
